dish_name,count
- Marhapörkölt galuskával csalamádéval,4
-Sajttal baconnel töltött sertéskaraj párolt zöldségekkel,4
Főételek: -Töltött csirkecomb rizibizivel,4
"Levesek: -Zöldborsóleves, -Savanyú krumplileves, -Málna-krémleves",4
"Párizsi sertéscsíkok, petrezselymes burgonya, saláta",4
"Penne négysajt mártással, csirke nuggets",4
Sült camambert zöldséges bulgurral,4
"Rántott sajt - rántott csirkemell, párolt rizs, majonézes kukorica",4
"Cigánypecsenye, vegyes köret",4
Ropogós sült fokhagymás libacomb párolt káposztával és krokettel,4
"Kemencés libacomb, krokettel, fahéjas sült almával",4
Magyaros libamáj lecsóval steakburgonyával,4
"Gyümölcsfőzelék, párizsi szelettel",4
"Milánói sertésborda 1, 3",4
Tejfölös-baconos zöldbableves,4
Belsőségleves - Csontleves cérnametélttel,4
Menekülő menü: Sajtburger 2390.-,4
"Mustáros sertés, vajas petrezselymes spagetti",4
Gödöllői sertés szelet petrezselymes burgonya,4
Újházi tyúkleves,4
"Paradicsomos káposzta, fasírttal",4
"Csőben sült barackos csirkemell, rizs",4
Zöldségleves vajas galuskával,4
Tárkonyos sertésraguleves,4
"Párizsi sertés csíkok, hagymás burgonya, saláta C: Tejszínes gombás csirkemell, párolt rizs",4
"Rántott sajt, sültburgonya",4
Rántott leves,4
Krumplis tészta C: Túrós derelye,4
Arató gulyás,4
"Hentes sertés szelet, párolt rizs",4
"Rántott csirkecomb, steak burgonya",4
Szegedi gulyásleves - Sertés raguleves,4
"Csirkepörkölt, tészta",4
"Fokhagymás pulykasült, tört burgonya, saláta",4
Sárgaborsófőzelék sertéspörkölttel,4
Brassói aprópecsenye + MEGLEPETÉS SÜTEMÉNY,4
Csülkös gulyás leves,4
Húsos paradicsomos farfalle füstölt sajttal,4
Tyúkleves,4
"Zöldborsós sertés szelet, törtburgonya",4
"Rántott csirkemell, vagy Sajtbundás csirkemell, vagy",4
Tyúkerő leves,4
"Zöldbab főzelék, stefánia vagdalt",4
"Gombapörkölt tésztával, saláta",4
Grillezett csirkemell mustár mártással hasábburgonyával,4
Kínai pirított tészta,4
"Sertéskaraj ""Budapest"" módra rizzsel",4
"Rántott sajt, vagy Rántott karaj, választható körettel",4
Karamellizált almaleves,4
"Hawaii csirkemell, sültburgonya",4
Sárgaborsó főzelék sertéspörkölttel,4
Gulyás leves,4
"Szezámmagos rántott csirkemell, rizibizi, saláta",4
"Rakott mákos tészta, erdei öntettel",4
"Rántott szelet, petrezselymes burgonyával",4
"Rántott csirkemell, petrezselymes burgonya, kompót",4
"Budapest szelet, tészta",4
Sajtos nudli C: Grízes tészta öntettel,4
B. menü: CSK BURGER,4
"Szárazbabfőzelék, marhapörkölttel",4
"Gyümölcs főzelék, párizsi csirkemell",4
Arany galuska,4
Burgonyafőzelék fasírozott,4
Székely gulyásleves - Szárnyas húsleves csigatésztával,4
Mákos guba vanília öntettel,4
"Rántott csirkemell, párolt rizs, párolt zöldség C: Kassai sertés java, vajas burgonya, saláta",4
Bolognai spagetti + MEGLEPETÉS SÜTEMÉNY,4
Gombaleves - Csontleves cérnametélttel,4
Olasz húsos tésztasaláta,4
"Párizsi sertés csíkok, hagymás burgonya, kompót C: Rakott karfiol",4
Csülkös pacalpörkölt főttburgonya,4
"Füstölt sonkás besamelben sült csirkemell, snidlinges rizs",4
"Zöldbabfőzelék, fokhagymás sertéssült",4
Csikós tokány tészta,4
"Tejberizs, gyümölcs szósszal",4
Babgulyás csipetkével,4
"Búbos hús, rizibizi",4
"Kapros pulykaragu, tésztával",4
"Kijevi szelet, petrezselymes burgonya",4
Karaláb krémleves - Csontleves cérnametélttel,4
Menekülő menü: BBQ BURGER 2390.-,4
Tejfölös paszúj leves,4
Stroganoff sertés párolt rizzsel,4
Sokmagvas szelet petrezselymes burgonyával,4
"Csabai töltött karaj, tört burgonya",4
Csülökpörkölt főttburgonya,4
"Kondorosi aprópecsenye, tészta",4
Kefíres vitamin saláta csirkehússal,4
"Töltött csirkecomb, törtburgonya, saláta",4
"Sült hekktörzs, petrezselymes burgonya",4
"Gombapörkölt, nokedli",4
Borjúpörkölt galuskával,4
"Csirkecomb jóasszony raguval, rizs",4
"Debreceni szelet, kagylótészta",4
"Ropogós csülök, törtburgonya",4
Zöldbabfőzelék fasírozott,4
"Hétvezér tokány, tészta",4
"Paradicsomos húsgombóc, főttburgonya",4
Tejfölös húsgombócleves,4
Csk burger,4
Zúzapörkölt galuska,4
"Grillcsirke, burgonyapüré",4
: 1690.-,4
Tárkonyos zöldséges húsgombócleves,4
"Szezámmagos rántott csirkemell, párolt rizs, saláta",4
"Cordon bleu, mexikói rizs",4
"Krumplifőzelék, fasírttal",4
Kolozsvári rakott káposzta,4
"Resztelt máj, törtburgonya, savanyúság",4
Sobri szelet galuskával,4
Karaláb krémleves,4
Forró szilvaleves,4
Bogrács gulyásleves - Tárkonyos sertés raguleves,4
"Szezámmagos rántott szelet, burgonyapüré",4
"Szegedi töltött sertéstekercs, petrezselymes burgonya",4
"Rántott sajt - párizsi sertéscsík, párolt rizs, francia saláta",4
"Sertéspörkölt galuska 1, 3",4
"Bankfalusi szelet, petrezselymes burgonyával",4
Gordon bleu hasábburgonya,4
"Rántott camambert, barack, áfonya, krokett",4
Párizsi csirkemell rizibizi,4
Káposztás rizseshús,4
Szaftos tarja tepsis burgonya,4
"Sertés szelet Jóasszony módra, párolt rizs, saláta",4
Sajtkrémleves Csirkehúsos rizottó,4
Sokmagvas csirkemell franciasalátával,4
"Rántott csirkemell - rántott gomba, párolt rizs, majonéz",4
"Túrós tészta 1, 3, 7",4
Brokkolikrémleves,4
"Tökfőzelék, stefánia szelet",4
"Sajttal-sonkával töltött sertés tekercs, tört burgonya, saláta C: Tejszínes gombás csirkemell tésztával",4
"Rántott csirkecomb, püré",4
"Gulyásleves 1, 3, 9",4
Füstölt sajttal és sonkával sült csirkemell rizi-bizivel,4
"Almafőzelék, párizsi csirkemell",4
"Pincepörkölt, sós burgonya, saláta",4
Mézes - mustáros csirkemell bulgurral,4
"Párizsi csirkemell, meggymártás",4
Harcsapaprikás túrós csuszával,4
"Rántott sajt, rizs, tartár",4
Konyhakerti gulyásleves,4
"Tökmagos halfilé rántva, rizs",4
"Kapros pulykaragu, sajtos masnival",4
Lecsós csirkemáj jázmin rizs,4
"Rántott csirkecomb, petrezselymes burgonya",4
"Rántott csirkemell, párolt rizs, saláta C: Brassói aprópecsenye, saláta",4
Lecsós csirkemáj rizzsel,4
"Rablóhús, hagymás burgonya, saláta",4
Csontleves - Gyümölcsleves,4
"Magvas bundában sült csirkemell, rizi-bizi, savanyúság",4
Sertéssült hagymás törtburgonyával,4
Snapszer leves,4
Grillezett filézett csirkecomb rizzsel,4
"Rántott csirkemell- rántott gomba, rizibizi, majonéz C: Brassói aprópecsenye, saláta",4
Bolognai spagetti C: Szilvás gombóc,4
Almával sajttal sült csirkemell tejszínes burgonyapüré,4
"Rablóhús, törtburgonyával",4
"Sonkával töltött rántott sajt, rösztike",4
+választható köret,4
"Mustáros sertés flekken, hagymás burgonya, saláta",4
Mexikói húsgaluska leves,4
Malachús brassói módra,4
"Szárazbabfőzelék, marhapörkölt",4
Zöldbableves tejfölösen,4
Budapest szelet rizzsel,4
Sajtos tejfölös spagetti,4
"Csirkemell Jóasszony módra, párolt rizs, saláta",4
Lencsefőzelék sertéspörkölttel,4
"Csülökpörkölt, sósburgonyával",4
Fokhagymás sült pulykacomb rizzsel,4
Sárgaborsó főzelék sertés pörkölttel,4
"Borsos aprópecsenye, tészta",4
Lyoni sertésszelet rizibizi,4
Kakaspörkölt galuskával,4
Pásztor gulyásleves - Sertés raguleves,4
Mákos pozsonyi kocka,4
Kakukkfüves gombaleves,4
"Édes - savanyú csirkemell, sült tészta",4
"Pankómorzsás csirkemell, rizibizi",4
Fahéjas almaleves - Csontleves,4
Tejfölös húsgombóc leves,4
"Holstein szelet, burgonyapüré",4
Csontleves tésztával - Gyümölcsleves,4
"Kijevi sertéskaraj, petrezselymes burgonya",4
Húsleves gazdagon,4
"Kelkáposzta főzelék, sertéspörkölt",4
Lenmagos rántott csirkemell citrusos saláta,4
Gyümölcsleves - Csontleves,4
Burgundi tokány tésztával,4
"Tökfőzelék vagdalttal, palacsinta",4
Szalagos fánk,4
"Csongrádi szelet, hagymás törtburgonyával",4
"Sajttal töltött sertés szelet, rizibizi",4
A'la carte kínálatunkkal várjuk kedves vendégeinket,4
"Sajttal töltött karaj, rizibizi",4
"Mátrai borzaska, törtburgonya",4
"Sajtos - tejfölös csirkemell, krokett",4
Mátrai borzaska,4
"Zöldborsófőzelék, rántott csirkemell",4
Túrós derelye,4
Zöldborsó főzelék fasírozott,4
Jókai babgulyás,4
"Szezámos rántott halfilé, petrezselymes burgonya",4
MENÜ NINCS,4
Bakonyi sertésapró tésztával,4
"Kakaspörkölt, tésztával",4
"Gyümölcsleves, Gyrostál",4
Zöldségkrémleves olivás ciabattával Hagymás sertéssült fokhagymás-tejfölös zsemlegombóccal,4
"Sült csirkecomb, friss saláta, rizs + MEGLEPETÉS SÜTEMÉNY",4
"Halrúd, kukoricás rizs",4
Túrós derelye édes tejföllel,4
Fitness menü: Tonhal salát,4
Jókai bableves - Gyümölcsleves,4
Olasz csirkés tészta saláta,4
"Mátrai borzaska, steak burgonya",4
Gombaleves - Gyümölcsleves,4
"Csőben sült ananászos csirkemell, párolt rizs C: Milánói sertésborda",4
Mexikói tokány tésztával,4
"Krumplifőzelék, fasírt",4
Rántott csirkemáj petrezselymes burgonya csemege uborka,4
Hurka-kolbàsz tepsis burgonyával,4
Magyaros karfiolleves,4
Kelkáposzta főzelék sertéspörkölttel,4
Húsleves Rántott szelet petrezselymes burgonyával,4
Indiai csirke jázmin rizs,4
"Zöldborsó főzelék, fasírozott",4
Túrós palacsinta vanília sodóval,4
"Zöldbabfőzelék, sült csirkecomb",4
"Paprikás burgonya, savanyúság",4
"Rántott sajt - rántott csirkemell, párolt rizs, majonézes burgonya",4
"Dubarry sertés szelet, rizs",4
Tejfölös kelvirágleves,4
"Tejszínes - gombás szelet, tésztával",4
Meggyleves - Csontleves,4
"Göngyölt hús, törtburgonya",4
Mai menü: Chili burger,4
"Meggymártás, rántott jércemell",4
Körömpörkölt sós burgonya,4
"Párizsi csirkemell, piszkefőzelék",4
Temesvári sertésragu tésztával,4
"Csőben sült barackos csirkemell, párolt rizs C: Párizsi sertés csíkok, hagymás burgonya, saláta",4
"Burgonyafőzelék, mustáros tépett sertéshús, ropogós bundában",4
Betyárgulyás,4
"Narancsos csirkemell, párolt rizs C: Milánói sertésborda",4
"Mátrai borzaska, petrezselymes burgonya",4
"""Pilvax"" szelet, törtburgonya",4
Olasz tésztasaláta,4
Csőben sült barackos csirkemell rizzsel,4
Lecsegulyás,4
"Zöldborsóleves, vajas galuska",4
"Zöldborsó krémleves kolbászmorzsával Mustáros flekken, fűszeres burgonya, savanyúság",4
Libaraguleves Juhtúrós sztrapacska,4
Karfiolleves húsgombóccal,4
"Sertés pörkölt, galuska, savanyúság",4
"Zöldbab főzelék, fasírozott",4
"Körmös pacalpörkölt, sósburgonya",4
Tyúkpörkölt tésztával,4
"Rántott camambert, burgonyapürével",4
"Zsebes csirkemell, krokett, barack",4
Sertésraguleves,4
Sertéshús leves,4
"Rántott csirkemell, rizibizi, saláta C: Holstein sertés szelet, hagymás burgonya, saláta",4
Kijevi sertéskaraj krokettel,4
"Erdei gyümölcsmártás, rántott jércemell",4
Burgonya krémleves,3
"Paradicsomos káposzta, fokhagymás pecsenye",3
Mennyei mákos tészta,3
Paprikás krumpli virslivel,3
"Halpaprikás, túrós csusza",3
Thai csirke tésztával,3
"Zúzapörkölt, galuska",3
Kolbászos burgonyagombóc leves,3
Csőben sült brokkoli vasalt csirkecombbal,3
Burgonyafőzelék sült oldalassal,3
"Vadas szelet, zsemlegombóccal, csőtésztával",3
Zúzapörkölt nokedlivel,3
- BBQ oldalas burgonyapüré,3
"Édes - savanyú csirkemell, bulgur",3
Kelkáposzta főzelék sült csirkecomb,3
Resztelt máj sós burgonyával,3
- Soksajtos csőben sült csirke bulgurral,3
"Tavasziasan töltött sertés tekercs rántva, párolt rizs, saláta C: Roston sült csirkecomb, tepsis burgonya, saláta",3
"Tökfőzelék vagdalttal, gyümölcs",3
Rántott csirkemell majonézes burgonyával Desszert: Almás pite,3
"Pacal, főttburgonyával",3
Kakaspörkölt túrós csuszával,3
Babgulyás leves - Sertés raguleves,3
"Rántott sajt - rántott csirkemell, párolt rizs, majonézes brokkoli",3
"Ropogós malacsült, párolt káposzta, törtburgonya",3
"Cordon Bleu, rizs, almakompót",3
"Marhapörkölt, galuska",3
- Szezámmagos csirkemell rizibizivel,3
Gödöllői sertésszelet petrezselymes burgonya,3
"Rántott camambert, krokett, barack, áfonya",3
"Búbos sertés java, párolt rizs, saláta",3
"Sült hekk, rizibizi",3
Forró almaleves,3
Paradicsomleves - Csontleves cérnametélttel,3
"Rántott jércemell, burgonya krokett",3
Raguleves - Tyúkhúsleves - Áfonyakrémleves,3
Francia rakott krumpli,3
"Bakonyi sertéskaraj, galuska",3
"Mai menü: Chili burger, sült krumplival 1990,-",3
Húsos korhelyleves,3
Darált húsos zöldségleves,3
Borsmártásos csirkemell steak burgonya,3
"Zöldborsó főzelék, rántott csirkemell",3
"Gyros, friss saláta, sültburgonya",3
Gombakrémleves,3
"Paprikás csirkemell ragu polenta 1, 7, 9, 10",3
"Párizsi sertés csíkok, párolt rizs, párolt zöldség C: Grillezett csirkeszárny, vajas burgonya, saláta",3
"Palócgulyás 1, 7, 9, 10",3
"Szecsuáni csirke, sült tészta",3
Húsos pásztor tarhonya,3
Sajtmártásos gnocchi spenóth levéllel,3
"Mai menü: Gombás burger, sült krumplival 1890.-",3
Csülkös babgulyás leves - Tárkonyos sertés raguleves,3
Ponty halászlé – Bogrács gulyásleves,3
"Rántott csirkeszárny, petrezselymes burgonya",3
"Gyümölcsleves, kemencés kacsacomb, zöldséges bulgur",3
Csirkemájas rizottó,3
Lyoni tarja vegyes körettel,3
Mákos vagy Sajtos nudli,3
"Rántott sajt - rántott gomba, párolt rizs, majonézes burgonya",3
Húsos rakott tészta,3
"Pankó morzsás rántott csirkemell, rizibizi",3
Húsos rakott kel,3
"Dubarry szelet, törtburgonyával",3
"Paradicsomleves, betűtésztával",3
"Csáky rostélyos, törtburgonya",3
"Édes - savanyú pulyka, rizs",3
"Rántott tengeri halszelet, majonézes burgonya",3
"Rántott sertésmáj, petrezselymes burgonya, savanyúság",3
"Sertés szelet Pékné módra, hagymás burgonya, saláta",3
Csirkepörkölt galuska,3
"Tavasziasan töltött sertés java rántva, párolt rizs, saláta C: Rántott ponty, majonézes burgonya",3
"Zöldbabfőzelék, sertéssült",3
"Resztelt máj, sósburgonya",3
Tejszínes gombás csirkemell galuskával,3
"Rántott csirkemell, zöldséges rizs, saláta",3
Paprikás burgonya,3
Túrós csusza szalonnával,3
Rizskoch gyümölcs öntettel,3
"Csongrádi sertés tekercs, rizibizi, saláta C: Roston sült csirkecomb, hagymás burgonya, párolt zöldség",3
Cézár saláta szezámmagos csirkemell falatokkal,3
Bakonyi szelet tésztával,3
"Cordon bleu, steak burgonya",3
Hagymakrémleves,3
"Zöldbabfőzelék, sertéssült, sütemény",3
"Párizsi sertés csíkok, vegyes köret, saláta",3
Legényfogó leves - Húsos csontleves,3
"Szecsuáni csirke, rizzsel",3
"Kelkáposztafőzelék, fasírttal",3
Paprikás burgonya virslivel,3
"Rántott karfiol, gomba, kukoricás rizzsel",3
Szegedi gulyásleves – Palóc gulyásleves,3
Zellerkrémleves krutonnal,3
Szezámmagos rántott csirkemell burgonyapüré,3
Zöldséges rizses csirke,3
"Brokkoli krémleves 1, 7, 9, 10",3
"Malacsült, párolt káposzta, törtburgonya",3
"Hagymás rostélyos, törtburgonya",3
Tyúkhúsleves - Zöldborsóleves - Karfiol krémleves levesgyönggyel,3
Lecsós sertéskaraj rizzsel,3
"Kijevi csirkemell zöldséges rizs 1, 3, 7",3
Magyaros csirkemell steak burgonya,3
Kolbászos bajor leves tejfölösen,3
"Sült lecsós tarja dollár burgonya 9, 10",3
"Párizsi sertéscsíkok, rizibizi, saláta C: Mustáros sertés tarja, tört burgonya, saláta",3
Puszta pecsenye rizibizi,3
Szárnyas májrizottó C: Grízes tészta öntettel,3
Kelvirágleves - Csontleves cérnametélttel,3
"Rántott camembert, áfonya, barack, krokett",3
"Zöldborsófőzelék, stefánia szelet",3
"Párizsi szelet, vegyes köret",3
"Gyümölcsfőzelék, sült csirkecombbal",3
"Zöldborsó főzelék, rántott jércemell",3
Mascarponés paradicsomos csirkemell rizzsel,3
Sült hekk vegyes köret,3
Babos csülkös káposztaleves,3
"Sajttal- gombával töltött sertés java, gombás rizs, saláta C: Rakott kel",3
Csongrádi tekercs majonézes mexikói salátával,3
Gyros fetával és öntettel,3
"Óvári sertés szelet, rizibizi",3
Menekülő menü: Rántott csirkemell / karaj / sajt +hasábburgonya és tartár,3
Székely gulyás,3
Rakott zöldbab tejföllel,3
"Gombapörkölt, galuska",3
Tüzes penne,3
Toros káposzta,3
"Rántott csirkemell, petrezselymes burgonya, saláta C: Mexikói sertés szelet, párolt rizs",3
"Zöldborsós aprópecsenye, tészta",3
- Bácskai rizseshús savanyúság,3
+sütemény helyben fogyasztás esetén,3
"Székelykáposzta 1, 7",3
"Mai menü: Gombás burger, sült krumplival 1990.-",3
Túrós csusza C: Szilvás gombóc,3
Frankfurti szelet rizzsel,3
Darált húsos tejszínes tészta,3
Óvári sertés szelet hasábburgonya,3
Zöldséges pulykaleves,3
"Dubarry szelet, rizibizi",3
Milánói makaróni C: Ízes derelye,3
"Kolbászos rakott krumpli 1, 3, 7, 9, 10",3
Zöldborsós sertés tésztával,3
Mai menü: Pulled Pork tál 1890.-,3
Csütörtökön --- Halászlé,3
Zöldborsófőzelék göngyölt hússal,3
Bogrács gulyásleves - Szárnyas raguleves,3
Zöldbabfőzelék sült csirke felsőcomb,3
Sárgaborsó gulyás - Gyümölcsleves,3
"Zöldbabfőzelék, sült oldalas",3
Meglepetés sütemény,3
"Csülök ""Pékné"" módra hagymás burgonya",3
"Sajttal - sonkával töltött sertés java, vajas burgonya, saláta",3
"Gyrosos tortilla, sült krumplival",3
"Borzaska, petrezselymes burgonya",3
BBQ csirkeszárny zöldséges rizs,3
"Oldalas, tepsis burgonya",3
"Kijevi szelet, petrezselymes burgonyával",3
"Pulykapörkölt, sósburgonya, saláta",3
Tárkonyos raguleves - Gyümölcsleves,3
"Csülökpörkölt, sósburgonya",3
"Sajttal- sonkával töltött sertés java, rizibizi, saláta C: Tejszínes gombás csirkemell tésztával",3
"Csirkemájas zúzapörkölt tarhonyával, saláta",3
"- Rántott halfilé, majonézes burgonyasalátával",3
"Pirított csirkemáj, tepsis burgonya, savanyúság",3
"Rántott csirkemell, zöldséges rizs, saláta C: Óvári sertés java, petrezselymes burgonya, saláta",3
Lúdláb pohárkrém,3
"Kemencés kacsamell zöldséges bulgurral, lencse dahilal, friss salátával",3
Zöldbab leves baconnel,3
"Mai menü: CsK burger, sült krumplival 1790.-",3
"Pacalpörkölt, sósburgonyával",3
- Budapest sertésszelet párolt rizzsel,3
"Libamáj pástétom pirítóssal, zöldségekkel",3
Mennyei mákos,3
Fokhagymás oldalas steak burgonya,3
"Disznótoros, hagymás törtburgonya, savanyúság",3
"Ananászos csirkemell, rizs",3
"Kemencés kacsacomb, zöldséges bulgurral, lencse dahilal, friss salátával",3
"Túrós palacsinta, vanília öntettel",3
Zöldséges kacsaragu tésztával,3
"Legényfogó leves 1, 3, 9",3
"Csontleves 1, 3, 9",3
Fitness menü: Cornflakes saláta 290 kcal,3
"Kelkáposzta főzelék, fokhagymás sertéssült, palacsinta",3
Paradicsomos káposzta sült hússal,3
Búbos hús petrezselymes burgonya,3
"Sajtos gombás sertés batyu, hagymás burgonya, saláta C: Milánói rakott tészta",3
"Gyümölcsleves, Bisztró burger",3
Mangókrémleves - Csontleves,3
"Temesvári sertésragu tésztával 1, 3, 7",3
Zöldséges lasagne,3
"Mustáros pulyka apró, tészta",3
Bankfalusi szelet petrezselymes burgonyával,3
"1 690.- Jégsaláta, paprika, paradicsom, uborka, reszelt parmezán és mozzarella, ezersziget öntet, extrudált kenyér kocka, roston csirkemell",3
Fitness menü: Sajtsziget salát,3
"Szezámos csirkemell, zöldséges bulgurral",3
"Sertéscsíkok párizsi bundában, párolt rizs, saláta C: Csőben sült Hawaii csirkemell, vajas burgonya",3
"Nyírségi gombócleves 1, 3, 9",3
"Mexikói sertés szelet, párolt rizs",3
"Sült kacsacomb, törtburgonya",3
"Falusi csirkeleves, daragaluskával",3
"Rántott csirkecomb, rizs",3
"Csongrádi sertés tekercs, párolt rizs, saláta",3
"Meggyszósz, párizsi szelet",3
"Főnök kedvence, tepsis burgonya",3
"Tempura csirkemell, sült krumplival 2190.-",3
"Hentes aprópecsenye, tészta",3
"Óvári sertés szelet, burgonyapüré",3
Rakott bolognai,3
Retro tejberizs,3
Rántott csirkemell meggymártással,3
Bajor burgonya leves,3
Káposztás tészta C: Lekváros gombóc,3
"Hentes tokány, tésztával",3
"Vadas szelet zsemlegombóccal, csőtésztával",3
"Jókai bableves 1, 3, 9",3
"Sajttal- gombával töltött sertés java, hagymás burgonya, saláta C: Rakott kel",3
"Kijevi sertéskaraj, vegyes köret",3
Aranygaluska vanília sodóval,3
Húsgombóc leves - Csontleves cérnametélttel,3
"Mai menü: Rántott csirkemell, sült krumplival 1790.-",3
Sobri szelet rizzsel,3
Trópusi csirkemell rizzsel,3
Sertés húsleves,3
"Cukkinis bundában sült halfilé, rizs, tartármártás",3
"Grillezett csirkemell gombamártással ,burgonyapürével",3
Gombakrémes csirkemell krumplipürével,3
Hentesapró tésztával,3
Hentes tokány tarhonya,3
Házhoz szállítás nincs,3
"Csirkenyárs, steak burgonya",3
Csőben sült csirkemell brokkolival,3
Rántott szelet rizzsel,3
- Sertéspörkölt szarvacska tésztával -Burgonyafőzelék stefánia vagdalttal -Töltött dagadó rizibizi,3
"Szezámmagos tőkehalfilé rántva, rizi-bizi, tartármártás",3
- Rakott kel,3
"Fokhagymás pulykasült, tört burgonya, párolt káposzta",3
"Rántott jércemell, rizibizi",3
Mustáros sertés vajas spagettivel,3
Újházi tyúkhúsleves - Bakonyi betyárleves - Burgonyakrémleves,3
Rántott csirkecombok fűszeres bundában rizibizivel,3
Lencseleves füstölt hússal,3
"Sertéshús leves 1, 3, 9",3
"Csülökpörkölt, tarhonya",3
"Betyár batyu, petrezselymes burgonya",3
"Rántott sajt- rántott velő, párolt rizs, majonézes burgonya C: Mustáros sertés flekken, hagymás burgonya, saláta",3
"Csülökpörkölt, nokedli",3
"Lencsefőzelék, fokhagymás natúr szelet",3
Firenzei csirkemell rozmaringos karika burgonyával,3
Libaraguleves,3
"Sárgaborsó főzelék, pörkölttel",3
"Sült hekk, kukoricás rizs",3
"Kijevi sertéskaraj, francia saláta, rizs",3
"Polpetti, vegyes köret",3
"Roston sült csirkecomb magyarosan, párolt rizs",3
bundáskenyér,3
"Csülökpörkölt, tarhonyával",3
Budapest ragu tésztával,3
Négysajtos tészta pirított baconnal,3
Hamburger menü: Szendy Burger sültkrumplival,3
Zöldborsófőzelék fasírttal,3
Stíriai metélt - Krumplis tészta - Mákos nudli,3
Töltött csirkecomb rizibizi,3
Zöldborsós májgaluska leves,3
"Rántott sertésszelet, fűszeres burgonya, savanyúság",3
"Hagymás rostélyos, steak burgonya",3
Milánói makaróni,3
"Túrós csusza, pörccel",3
Gyrosos calzone joghurt mártással,3
"Rántott csirkemell, vajas burgonya, saláta C: Hentes sertés szelet, párolt rizs",3
"Csongrádi tekercs, steak burgonya",3
"Sült csirkecomb, rizibizi",3
"Párizsi csirkemell, hagymás burgonya, saláta C: Holstein sertés szelet, párolt rizs, saláta",3
"Sertéskaraj ""Otthon"" módra, vegyes köret",3
"Kijevi szelet, rizzsel",3
"Szezámmagos rántott csirkemell - rántott karfiol, párolt rizs, majonéz C: Holstein sertés szelet, vajas burgonya, saláta",3
Lencsekrém leves - Gyümölcsleves,3
"Párizsi sertés csíkok, petrezselymes burgonya, saláta",3
"Csongrádi szelet, petrezselymes burgonyával",3
"Szezámmagos rántott csirkemell, zöldséges rizs, saláta",3
Lencsekrémleves,3
Ananászos csirkemell kukoricás rizzsel,3
"Paradicsomos káposzta, sertéssült",3
Szegedi gulyásleves – Sertés raguleves,3
Májgombócleves – Csontleves cérnametélttel,3
"Csemege karaj, párolt káposzta, törtburgonya",3
Tárkonyos sertésapró tésztával,3
"Fokhagymás flekken, zöldbabfőzelék",3
"Roston sült tarja hagymásan, tükörtojás, vajas burgonya, saláta",3
- Bolognai spagetti -Szarvasgombás töltött karaj zöldséges rizzsel -Magyaros paprikás krumpli,3
Cukkinis rakott tészta,3
Tyúkhúsleves - Rózsagulyásleves - Sajtkrémleves levesgyönggyel,3
Rántott camambert salátával és áfonya lekvárral,3
"Görög csirkecomb, steakburgonya",3
Rántott csirkemell rizibizi,3
"Pankó morzsában sült halfilé, rizi-bizi, tartármártás",3
"Kofapecsenye, törtburgonya",3
"Roston sült csirkemell, karfiolos-pestós rizottó",3
"Sertés tokány Hentes módra galuskával, saláta",3
"Gyümölcsleves, sült hekk, petrezselymes burgonya",3
Tejespite baracklekvárral,3
Babgulyás csipedettel,3
Zöldséges rakott tészta,3
Szecsuáni csirke rizzsel,3
"Currys csirkemell jázmin rizs 7, 10",3
Pirított tésztaleves - Gyümölcsleves,3
Hideg tészta saláta,3
Rántott camambert salátával áfonya lekvárral,3
"Csongrádi sertés tekercs, hagymás burgonya, saláta",3
"Csirkemell csíkok Orly módra, rizibizi, saláta",3
Gulyásleves - Csontleves,3
Sajtos-tejfölös nudli,3
Krumplis tészta C: Ízes derelye,3
Bolognai spagetti eredeti olasz recept alapján,3
"Holstein szelet, steak burgonya",3
"Babgulyás - Mákos guba, Káposztás tészta",3
"Sült hekk, petrezselymes burgonya",3
"Pankós csirkemell, rizibizi",3
"Frankfurti leves 1, 3, 9",3
Húsleves tészta,3
"Zöldborsófőzelék, rántott szelet",3
"Hawaii csirkemell, rizzsel",3
Sertés húsleves - Gyümölcsleves,3
Magyaros krumplileves,3
"Prézlis tészta baracklekvárral 1, 3",3
"Roston csirkemell gombás rizs 9, 10",3
"Zöldborsóleves 1, 3, 9, 10",3
Fitness menü: Fitt salát,3
"Holstein sertés szelet, hagymás burgonya, saláta",3
"Csirkecomb filé rántva, petrezselymes burgonya",3
"Velős sertés tekercs, petrezselymes burgonya, saláta C: Rakott karfiol",3
Gödöllői töltött csirkecomb petrezselymes burgonyával,3
Mészáros tokány törtburgonyával,3
- Zúzapörkölt galuskával,3
- Lecsós csirkecomb kuszkusz,3
"Sokmagvas szelet, zöldséges bulgurral",3
"Füstölt sajttal töltött karaj rántva, vegyes köret",3
Diós nudli szilvalekvárral,3
Petrezselymes vajgaluska leves,3
"Gyros, friss sali, sültburgonya",3
"Lestyános szárnyas raguleves 1, 3, 9",3
"Rántott sertésmáj, hagymás törtburgonya",3
Meggyfőzelék párizsi csirkemell,3
"Pincepörkölt, főttburgonya",3
"Barackos csirkemell csőben sütve, sült burgonya",3
Prézlis tészta baracklekvár,3
"Kertészleves 1, 3, 9",3
"Frankfurti szelet, tészta",3
"Brokkoli krémleves, zsemlekocka",3
"1 690.- Jégsaláta, paprika, paradicsom, uborka, maj. kapros tonhalas öntet, tonhal darabok",3
Parmezános natúr csirkemell avokádós majonézzel és zöldséges rizzsel,3
BBQ oldalas steak burgonya majonézes káposzta saláta,3
- Rakott zöldbab,3
Kapros pulykaragu tésztával,3
Tyúkhúsleves - Marha erőleves - Gombakrémleves,3
